date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:32:44	9935/9935	---M--	200	added ('OK')	image/png	etag:C9EKGKhgdm5FhSx5N3DjxVHMRvGfMX5V+cJ6nCOCHPc=	https://yassir.com/_next/image?url=%2Fimages%2Fcommon%2Fwarning.png&w=256&q=100	C:/Users/moham/Desktop/test/yassir.com/_next/warning1288.png	(from https://yassir.com/career/jobs)
00:32:48	1024057/1024057	---M--	200	added ('OK')	image/jpeg	etag:kz1u82zTmZBx-Buk+0222t+ucvigEvz4QvYzkprpa5Q=	https://yassir.com/_next/image?url=%2Fimages%2Fglobal%2Fcareer-open-positions.jpg&w=3840&q=100	C:/Users/moham/Desktop/test/yassir.com/_next/career-open-positions5b56.jpeg	(from https://yassir.com/career/jobs)
00:32:49	44268/44268	---MCZ	200	added ('OK')	application/javascript	etag:W/%22acec-1988509f4d8%22	https://yassir.com/_next/static/chunks/3952-9ed629784bc6a91d.js	C:/Users/moham/Desktop/test/yassir.com/_next/static/chunks/3952-9ed629784bc6a91d.js	(from https://yassir.com/ar/news/aelnt-yasyr-why-swq-ebr-alintrnt-tqdm-khdmat-hsb-altlb-mthl-alnql-wtwsyl-alteam-walmshtryat-balidaft-ila-alkhdmat-almalyt-alywm-en-jmeha-lmblgh-qdrh-150-mlywn-dwlar-fy-jwlt-tmwyl-alslslt-b-mn-qbl-mstthmryn)
00:32:49	13076/13076	---MCZ	200	added ('OK')	application/javascript	etag:W/%223314-1988509f4d8%22	https://yassir.com/_next/static/chunks/8473.246ab1f4d996ce93.js	C:/Users/moham/Desktop/test/yassir.com/_next/static/chunks/8473.246ab1f4d996ce93.js	(from https://yassir.com/ar/news/aelnt-yasyr-why-swq-ebr-alintrnt-tqdm-khdmat-hsb-altlb-mthl-alnql-wtwsyl-alteam-walmshtryat-balidaft-ila-alkhdmat-almalyt-alywm-en-jmeha-lmblgh-qdrh-150-mlywn-dwlar-fy-jwlt-tmwyl-alslslt-b-mn-qbl-mstthmryn)
00:32:50	4656/4656	---MCZ	200	added ('OK')	application/javascript	etag:W/%221230-1988509f4d8%22	https://yassir.com/_next/static/chunks/7354.bba8c330f4063a08.js	C:/Users/moham/Desktop/test/yassir.com/_next/static/chunks/7354.bba8c330f4063a08.js	(from https://yassir.com/ar/news/aelnt-yasyr-why-swq-ebr-alintrnt-tqdm-khdmat-hsb-altlb-mthl-alnql-wtwsyl-alteam-walmshtryat-balidaft-ila-alkhdmat-almalyt-alywm-en-jmeha-lmblgh-qdrh-150-mlywn-dwlar-fy-jwlt-tmwyl-alslslt-b-mn-qbl-mstthmryn)
00:32:52	1438/1438	---MCZ	200	added ('OK')	application/javascript	etag:W/%2259e-1988509f4d8%22	https://yassir.com/_next/static/chunks/pages/news/%5Bslug%5D-c2fe6364a4faf56c.js	C:/Users/moham/Desktop/test/yassir.com/_next/static/chunks/pages/news/[slug]-c2fe6364a4faf56c.js	(from https://yassir.com/ar/news/aelnt-yasyr-why-swq-ebr-alintrnt-tqdm-khdmat-hsb-altlb-mthl-alnql-wtwsyl-alteam-walmshtryat-balidaft-ila-alkhdmat-almalyt-alywm-en-jmeha-lmblgh-qdrh-150-mlywn-dwlar-fy-jwlt-tmwyl-alslslt-b-mn-qbl-mstthmryn)
00:32:52	141818/141818	---MCZ	200	added ('OK')	text/html	etag:%22ylkg4vffav2nne%22	https://yassir.com/ar/news/yqdm-nady-barys-san-jyrman-wyasyr-alttbyq-alrqmy-aldhy-yqdm-khdmat-altlb-waldfe-fy-shmal-afryqya-twqye-shrakt-ealmyt-lmdt-thlath-mwasm-bhdf-ttwyr-elamt-yasyr-ela-alseydyn-aldwly-2	C:/Users/moham/Desktop/test/yassir.com/ar/news/yqdm-nady-barys-san-jyrman-wyasyr-alttbyq-alrqmy-aldhy-yqdm-khdmat-altlb-waldfe-fy-shmal-afryqya-twqye-shrakt-ealmyt-lmdt-thlath-mwasm-bhdf-ttwyr-elamt-yasyr-ela-alseydyn-aldwly-2.1c7.delay	(from https://yassir.com/ar/news/aelnt-yasyr-why-swq-ebr-alintrnt-tqdm-khdmat-hsb-altlb-mthl-alnql-wtwsyl-alteam-walmshtryat-balidaft-ila-alkhdmat-almalyt-alywm-en-jmeha-lmblgh-qdrh-150-mlywn-dwlar-fy-jwlt-tmwyl-alslslt-b-mn-qbl-mstthmryn)
00:32:53	5655/5655	---MCZ	200	added ('OK')	application/javascript	etag:W/%221617-1988509f4d8%22	https://yassir.com/_next/static/chunks/5820.2a553d059962b780.js	C:/Users/moham/Desktop/test/yassir.com/_next/static/chunks/5820.2a553d059962b780.js	(from https://yassir.com/ar/news)
00:32:53	1032/1032	---MCZ	200	added ('OK')	application/javascript	etag:W/%22408-1988509f4d8%22	https://yassir.com/_next/static/chunks/pages/news-755e2c2683f21165.js	C:/Users/moham/Desktop/test/yassir.com/_next/static/chunks/pages/news-755e2c2683f21165.js	(from https://yassir.com/ar/news)
00:32:54	12374/12374	---MCZ	200	added ('OK')	application/javascript	etag:W/%223056-1988509f4d8%22	https://yassir.com/_next/static/chunks/8000.6d9834b6adebf49d.js	C:/Users/moham/Desktop/test/yassir.com/_next/static/chunks/8000.6d9834b6adebf49d.js	(from https://yassir.com/ar/algeria)
00:32:55	3104/3104	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c20-1988509f4d8%22	https://yassir.com/_next/static/chunks/2155.a3ad8fbc09b5521e.js	C:/Users/moham/Desktop/test/yassir.com/_next/static/chunks/2155.a3ad8fbc09b5521e.js	(from https://yassir.com/ar/algeria)
00:32:55	5054/5054	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213be-1988509f4d8%22	https://yassir.com/_next/static/chunks/1348.8e90c6e9de858117.js	C:/Users/moham/Desktop/test/yassir.com/_next/static/chunks/1348.8e90c6e9de858117.js	(from https://yassir.com/ar/algeria)
00:32:56	37253/37253	---M--	200	added ('OK')	image/png	etag:mmh0FyabxScFpdAFOxl0XhiesKNZJFPpahWnP-9XEXw=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fsuper-app-man.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/super-app-mane333.png	(from https://yassir.com/ar/algeria)
00:32:58	46106/46106	---M--	200	added ('OK')	image/png	etag:D9KpmsEAtwONWTkAs-w68J6D1Qmoca9U9i6mcVL3hjM=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Ftransport-1.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/transport-10b93.png	(from https://yassir.com/ar/algeria)
00:32:59	29833/29833	---M--	200	added ('OK')	image/png	etag:iGgWfjBDRwlZxH1aTBQy6qFKtHYyXybvjtLXmzh8DTI=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Ftransport-2.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/transport-26c18.png	(from https://yassir.com/ar/algeria)
00:33:00	71581/71581	---M--	200	added ('OK')	image/png	etag:cZi1awpULSGuUg6APa8CCuAtPQrloYEMGK1yzSy9b+U=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Ftransport-main.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/transport-main94c5.png	(from https://yassir.com/ar/algeria)
00:33:03	29394/29394	---M--	200	added ('OK')	image/jpeg	etag:mEDbUfFrR7tJ21CCpVwZWDhomKQMvyDmDFtaPxbLGDo=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Ftransport-3.jpg&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/transport-378af.jpeg	(from https://yassir.com/ar/algeria)
00:33:04	21581/21581	---M--	200	added ('OK')	image/png	etag:7mbUMVxPa-DzOjgoUKRQBcg4leE-f5S6iAq6ovxFce8=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fmetrics.png&w=640&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/metricsc17a.png	(from https://yassir.com/ar/algeria)
00:33:05	32446/32446	---M--	200	added ('OK')	image/png	etag:TK8MJ8mIq-2ob3izxMhTQUZpDXBsC+G3XGFGxMaqj4o=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Ffood-delivery-1.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/food-delivery-18df1.png	(from https://yassir.com/ar/algeria)
00:33:06	28296/28296	---M--	200	added ('OK')	image/png	etag:FhwzTWCHxWp1ydiqehVS18CoX+8D+QCwni7WFEfIY1c=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Ffood-delivery-2.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/food-delivery-2602c.png	(from https://yassir.com/ar/algeria)
00:33:07	75743/75743	---M--	200	added ('OK')	image/png	etag:GV5lAu0BEEIkhlYdLMGXpDRykAbPJTkVxoiTgO83pfg=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Ffood-delivery-main.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/food-delivery-maineffa.png	(from https://yassir.com/ar/algeria)
00:33:08	31338/31338	---M--	200	added ('OK')	image/jpeg	etag:+zlj3IvpVaxIW6wucf6oIg4b+zNO3n5iNQnQ9K-0N9M=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Ffood-delivery-3.jpg&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/food-delivery-3d8da.jpeg	(from https://yassir.com/ar/algeria)
00:33:10	51359/51359	---M--	200	added ('OK')	image/png	etag:x0oJvNd8BAFZGR9VaGVPxghle29pTP-Y7E7loKERz14=	https://yassir.com/_next/image?url=%2Fimages%2Fcommon%2Farrow-bg.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/arrow-bgf8f1.png	(from https://yassir.com/ar/algeria)
00:33:11	42186/42186	---M--	200	added ('OK')	image/png	etag:sIZ-VWOoT34ORuL1csXLlfq8o6NtxCfcTH89JdcWck8=	https://yassir.com/_next/image?url=%2Fimages%2Fcommon%2Fpartners-ar.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/partners-ar737a.png	(from https://yassir.com/ar/algeria)
00:33:12	50514/50514	---M--	200	added ('OK')	image/jpeg	etag:jhrv3ih6TU9eOwAs-5XOUl4CuKFTcRRr4ATBPz0-t9U=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fb2b-1.jpg&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/b2b-1bd9d.jpeg	(from https://yassir.com/ar/algeria)
00:33:13	44645/44645	---M--	200	added ('OK')	image/jpeg	etag:jVtmjSP1JzI88Bxj+ioGkp9rawrCYV1vHgXK9w3MUQU=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fb2b-2.jpg&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/b2b-2f345.jpeg	(from https://yassir.com/ar/algeria)
00:33:14	108506/108506	---MCZ	200	added ('OK')	text/html	etag:%22oxem6vtvhq27xn%22	https://yassir.com/ar/algeria/business-ridehailing	C:/Users/moham/Desktop/test/yassir.com/ar/algeria/business-ridehailing.html	(from https://yassir.com/ar/algeria/business)
00:33:14	9/9	---M--	308	error ('Resume%20Incomplete')	text/html	date:Wed,%2020%20Aug%202025%2000:09:19%20GMT	https://yassir.com/business/	C:/Users/moham/Desktop/test/yassir.com/business/index.html	(from https://yassir.com/ar/algeria)
00:33:15	4396/4396	---MCZ	200	added ('OK')	application/javascript	etag:W/%22112c-1988509f4d8%22	https://yassir.com/_next/static/chunks/3586.0355aa8d47e74c71.js	C:/Users/moham/Desktop/test/yassir.com/_next/static/chunks/3586.0355aa8d47e74c71.js	(from https://yassir.com/ar/algeria/yassir-cash)
00:33:15	5492/5492	---MCZ	200	added ('OK')	application/javascript	etag:W/%221574-1988509f4d8%22	https://yassir.com/_next/static/chunks/2456.50379d4ed1434d5e.js	C:/Users/moham/Desktop/test/yassir.com/_next/static/chunks/2456.50379d4ed1434d5e.js	(from https://yassir.com/ar/algeria/yassir-cash)
00:33:16	3519/3519	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dbf-1988509f4d8%22	https://yassir.com/_next/static/chunks/5550.93773f0d04fc8136.js	C:/Users/moham/Desktop/test/yassir.com/_next/static/chunks/5550.93773f0d04fc8136.js	(from https://yassir.com/ar/algeria/yassir-cash)
00:33:16	5157/5157	---MCZ	200	added ('OK')	application/javascript	etag:W/%221425-1988509f4d8%22	https://yassir.com/_next/static/chunks/8274.21efb09c663581da.js	C:/Users/moham/Desktop/test/yassir.com/_next/static/chunks/8274.21efb09c663581da.js	(from https://yassir.com/ar/algeria/yassir-cash)
00:33:17	2868/2868	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b34-1988509f4d8%22	https://yassir.com/_next/static/chunks/7278.33ddd83e394d9ea9.js	C:/Users/moham/Desktop/test/yassir.com/_next/static/chunks/7278.33ddd83e394d9ea9.js	(from https://yassir.com/ar/algeria/yassir-cash)
00:33:18	21440/21440	---M--	200	added ('OK')	image/png	etag:8fRNXUcXS3Y5VALWDr4gasrHN8yR2jYa706ZEZk1GVU=	https://yassir.com/_next/image?url=%2Fimages%2Fglobal%2Fpay-features-mobile-1-ar.png&w=640&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/pay-features-mobile-1-ar7b24.png	(from https://yassir.com/ar/algeria/yassir-cash)
00:33:19	7856/7856	---M--	200	added ('OK')	image/png	etag:5ahtWCDtlwDoJk-1CNc7yjHP4Srl6aYHgO1uWzgxr68=	https://yassir.com/_next/image?url=%2Fimages%2Fglobal%2Fpay-features-mobile-2-ar.png&w=640&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/pay-features-mobile-2-ar8ad6.png	(from https://yassir.com/ar/algeria/yassir-cash)
00:33:19	8926/8926	---M--	200	added ('OK')	image/png	etag:fAhRflX7N0XdJ5ZoeVn7rz1r8LpTIjBmwq6i9o7egrE=	https://yassir.com/_next/image?url=%2Fimages%2Fglobal%2Fpay-features-mobile-3-ar.png&w=640&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/pay-features-mobile-3-ar51d7.png	(from https://yassir.com/ar/algeria/yassir-cash)
00:33:20	22521/22521	---MCZ	200	added ('OK')	text/html	etag:%22ndutrqjfjzhdk%22	https://yassir.com/en/agent	C:/Users/moham/Desktop/test/yassir.com/en/agent.html	(from https://yassir.com/ar/algeria/yassir-cash)
00:33:22	121686/121686	---M--	200	added ('OK')	image/png	etag:Fnmn9jzTQzetqC-pYP44djNCjtsuJcTSBiCpkqYKJfs=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fhero-image-cash.png&w=3840&q=100	C:/Users/moham/Desktop/test/yassir.com/_next/hero-image-cashdd5a.png	(from https://yassir.com/ar/algeria/yassir-cash)
00:33:23	299549/299549	---M--	200	added ('OK')	image/png	etag:W/%224921d-19885077438%22	https://yassir.com/images/global/bg-pattern.png	C:/Users/moham/Desktop/test/yassir.com/images/global/bg-pattern.png	(from https://yassir.com/ar/algeria/yassir-cash)
00:33:24	23867/23867	---M--	200	added ('OK')	image/png	etag:eHvsnSyPZSCxhhcj8-VnJOGg9N6CZEnvuqmpdStszI0=	https://yassir.com/_next/image?url=%2Fimages%2Fglobal%2Fyassir-app-phone-ar.png&w=1080&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/yassir-app-phone-arf029.png	(from https://yassir.com/ar/algeria/yassir-cash)
00:33:25	37218/37218	---M--	200	added ('OK')	image/png	etag:O5pII2krbjzdOJIJZDI+6dS26aZ-jA7F9u3K98TnlMQ=	https://yassir.com/_next/image?url=%2Fimages%2Fglobal%2Forder-process-1-ar.png&w=3840&q=100	C:/Users/moham/Desktop/test/yassir.com/_next/order-process-1-ar6bc5.png	(from https://yassir.com/ar/algeria/ride-hailing)
00:33:26	20686/20686	---M--	200	added ('OK')	image/png	etag:63LdEnsncmFoc9SMSp5jD9ZkqPlj78nCoR3eI+z1ikk=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fregistration-ar.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/registration-ar87e8.png	(from https://yassir.com/ar/algeria/drivers)
00:33:26	15844/15844	---M--	200	added ('OK')	image/png	etag:x7qU4+9mV2iGBA1eoW7XkD576HJ6Fn5Wa-3WyvWWx-4=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fvalidation-ar.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/validation-ar8a39.png	(from https://yassir.com/ar/algeria/drivers)
00:33:28	68574/68574	---M--	200	added ('OK')	image/png	etag:oizQmDFPf2e5PDIM6p-8YRSrIzFr6kaDvtC0Mv14JC4=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Ftraining-ar.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/training-ar19ce.png	(from https://yassir.com/ar/algeria/drivers)
00:33:28	17699/17699	---M--	200	added ('OK')	image/png	etag:-AAIeiWxV8foMeSVVduZFe1sAD7VgpyeIaVjTvtftPY=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fcongratulations-ar.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/congratulations-ar082b.png	(from https://yassir.com/ar/algeria/drivers)
00:33:29	12876/12876	---M--	200	added ('OK')	image/png	etag:1+XLo0tqmCns+9eJwxU5d6wtCJ0RzTpH5lJdoPETnlc=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Favatar8.png&w=3840&q=100	C:/Users/moham/Desktop/test/yassir.com/_next/avatar852eb.png	(from https://yassir.com/ar/algeria/drivers)
00:33:29	13139/13139	---M--	200	added ('OK')	image/png	etag:hsyafPszQKoJ9mFLAbSf3xg6Ey+wYhusC9MUxmibeXE=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Favatar7.png&w=3840&q=100	C:/Users/moham/Desktop/test/yassir.com/_next/avatar777e8.png	(from https://yassir.com/ar/algeria/drivers)
00:33:30	10647/10647	---M--	200	added ('OK')	image/png	etag:xoonlQQyIbxPfQVCw23Za+iMh1-kfEa8Gsm5esIlFMY=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Favatar6.png&w=3840&q=100	C:/Users/moham/Desktop/test/yassir.com/_next/avatar62a42.png	(from https://yassir.com/ar/algeria/drivers)
00:33:31	11954/11954	---M--	200	added ('OK')	image/png	etag:o5c+REoyrI7OWPZulVh0ALrhos95ASGf1g3QJsYeaBQ=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Favatar5.png&w=3840&q=100	C:/Users/moham/Desktop/test/yassir.com/_next/avatar56975.png	(from https://yassir.com/ar/algeria/drivers)
00:33:34	79885/79885	---M--	200	added ('OK')	image/png	etag:Kx5KwYbtWZ934x4FsP6rHC232K2ioQN+dzP9oDIBfZM=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fcargo-registration-ar.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/cargo-registration-ara4b9.png	(from https://yassir.com/ar/algeria/cargo-drivers)
00:33:35	10859/10859	---M--	200	added ('OK')	image/png	etag:VG7h3Zr1kRddliMlHX2DwsL7r6gqKZr60MgWEmF0sqA=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fcargo-validation-ar.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/cargo-validation-ar8acd.png	(from https://yassir.com/ar/algeria/cargo-drivers)
00:33:35	985076/985076	---M--	200	added ('OK')	image/png	etag:pzUK56Kx+qCP9WgbzBLSXqMhp9OM0wxd5t-+erlYVXg=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fcargo-home.png&w=3840&q=100	C:/Users/moham/Desktop/test/yassir.com/_next/cargo-homeff7a.png	(from https://yassir.com/ar/algeria/cargo-drivers)
00:33:35	69463/69463	---M--	200	added ('OK')	image/png	etag:hxZO-JyPPbURJolRgncT+QghjWUy7JLX0qjUS2yYcRo=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fcargo-training-ar.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/cargo-training-ara43f.png	(from https://yassir.com/ar/algeria/cargo-drivers)
00:33:37	15711/15711	---M--	200	added ('OK')	image/png	etag:O0ZsQ+K3GIF+w92ZKjEv2-bWGRNZq6ElxCHYM0QPQyI=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fcargo-congratulation-ar.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/cargo-congratulation-ar3c71.png	(from https://yassir.com/ar/algeria/cargo-drivers)
00:33:38	82965/82965	---M--	200	added ('OK')	image/png	etag:jRMud6Nhb1n6cJkSJHAFmXH7CF20IQYFQ7xTXnXI9nw=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fhero-image.png&w=3840&q=100	C:/Users/moham/Desktop/test/yassir.com/_next/hero-image748e.png	(from https://yassir.com/ar/algeria/delivery-men)
00:33:39	42212/42212	---M--	200	added ('OK')	image/png	etag:fCRPZNVr7B1dDMULGeNsh92JQG29Pk-CYAbZ6sus4vY=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fdel-registration-ar.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/del-registration-ar8092.png	(from https://yassir.com/ar/algeria/delivery-men)
00:33:39	15498/15498	---M--	200	added ('OK')	image/png	etag:zV+gpqq0uxX+ggIWaC8XwM635jG977aelpbdV8k6Pxo=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fdel-validation-ar.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/del-validation-ar18bd.png	(from https://yassir.com/ar/algeria/delivery-men)
00:33:40	10730/10730	---M--	200	added ('OK')	image/png	etag:GdTSoMwB6n9PnYHwFxphP-RStVrm3AgNWIrhjjucbxw=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fdel-congratulations-ar.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/del-congratulations-ar1456.png	(from https://yassir.com/ar/algeria/delivery-men)
00:33:43	120692/120692	---M--	200	added ('OK')	image/png	etag:3nFHFCALtdH4+6GXkJshj2octT2BPJddXrsA7bI2YaI=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Fnumbers-image.png&w=1920&q=100	C:/Users/moham/Desktop/test/yassir.com/_next/numbers-image1bf8.png	(from https://yassir.com/ar/algeria/delivery-men)
00:33:43	12031/12031	---M--	200	added ('OK')	image/png	etag:AjO7VmrzBtLj9MM38k88nU4IlN2z+XO+D5t5GVBKVlQ=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Favatar12.png&w=3840&q=100	C:/Users/moham/Desktop/test/yassir.com/_next/avatar12d36f.png	(from https://yassir.com/ar/algeria/delivery-men)
00:33:44	10956/10956	---M--	200	added ('OK')	image/png	etag:feuGSJIgizYk0U7qr5lPW4-KwgHMSZpv1qmOeM62DYs=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Favatar11.png&w=3840&q=100	C:/Users/moham/Desktop/test/yassir.com/_next/avatar1183aa.png	(from https://yassir.com/ar/algeria/delivery-men)
00:33:44	9463/9463	---M--	200	added ('OK')	image/png	etag:D6RQzQ76ZRXohXeqQjdQX1zZAkiPQqX7RZv2k24asEs=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Favatar10.png&w=3840&q=100	C:/Users/moham/Desktop/test/yassir.com/_next/avatar1028a5.png	(from https://yassir.com/ar/algeria/delivery-men)
00:33:45	11206/11206	---M--	200	added ('OK')	image/png	etag:xK7Pl6kItGSjP+cMxUXiX7iRliLi+bsdAz6UV-2gVA4=	https://yassir.com/_next/image?url=%2Fimages%2Falgeria%2Favatar9.png&w=3840&q=100	C:/Users/moham/Desktop/test/yassir.com/_next/avatar9b607.png	(from https://yassir.com/ar/algeria/delivery-men)
00:33:46	44686/44686	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ae8e-1988509f4d8%22	https://yassir.com/_next/static/chunks/9904.91ec3a9d95da3686.js	C:/Users/moham/Desktop/test/yassir.com/_next/static/chunks/9904.91ec3a9d95da3686.js	(from https://yassir.com/ar/algeria/yassir-agent)
00:33:47	416109/416109	---M--	200	added ('OK')	image/png	etag:W/%226596d-19885077438%22	https://yassir.com/images/common/yassir-pattern.png	C:/Users/moham/Desktop/test/yassir.com/images/common/yassir-pattern.png	(from https://yassir.com/ar/algeria/yassir-agent)
00:33:48	218800/218800	---M--	200	added ('OK')	image/png	etag:W/%22356b0-19885077438%22	https://yassir.com/images/common/yassir-agent/yassir-agent-banner-ar.png	C:/Users/moham/Desktop/test/yassir.com/images/common/yassir-agent/yassir-agent-banner-ar.png	(from https://yassir.com/ar/algeria/yassir-agent)
00:33:49	11594/11594	---M--	200	added ('OK')	image/png	etag:4Ma78EA476WSrC398XkCloQfgibE0-3BQqN72hgTMlY=	https://yassir.com/_next/image?url=%2Fimages%2Fglobal%2Fyassir-agent%2Fstep-partner-ar-1.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/step-partner-ar-1ea3e.png	(from https://yassir.com/ar/algeria/yassir-agent)
00:33:50	17770/17770	---M--	200	added ('OK')	image/png	etag:62dXAlc2MCcP85LqdMds2YquHW5n4yWFUBsnF2FOty8=	https://yassir.com/_next/image?url=%2Fimages%2Fglobal%2Fyassir-agent%2Fstep-partner-ar-2.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/step-partner-ar-2133e.png	(from https://yassir.com/ar/algeria/yassir-agent)
00:33:51	15310/15310	---M--	200	added ('OK')	image/png	etag:lO1QG1oVP1xfnQN0tyG2hDxS4HcJIA5NBI1LQl-KYOo=	https://yassir.com/_next/image?url=%2Fimages%2Fglobal%2Fyassir-agent%2Fstep-partner-ar-3.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/step-partner-ar-32924.png	(from https://yassir.com/ar/algeria/yassir-agent)
00:33:52	17827/17827	---M--	200	added ('OK')	image/png	etag:Q2jbso9CZnkselRXaggJygq4C0dS1aRhuZGf0uJlSjM=	https://yassir.com/_next/image?url=%2Fimages%2Fglobal%2Fyassir-agent%2Fstep-partner-ar-4.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/step-partner-ar-41941.png	(from https://yassir.com/ar/algeria/yassir-agent)
00:33:55	14284/14284	---M--	200	added ('OK')	image/png	etag:kyGMo-zqyt4OA+b07QFqmIHa8W60USVDLcP9kP4FYrc=	https://yassir.com/_next/image?url=%2Fimages%2Fglobal%2Fyassir-agent%2Fstep-1-ar.png&w=3840&q=100	C:/Users/moham/Desktop/test/yassir.com/_next/step-1-arca62.png	(from https://yassir.com/ar/algeria/yassir-agent)
00:33:55	14192/14192	---M--	200	added ('OK')	image/png	etag:VBQULPD4rf48S4mQPe83TwzQQpACipBVtN8eC8FYTro=	https://yassir.com/_next/image?url=%2Fimages%2Fglobal%2Fbusiness%2Fmanage-program-en-mobile.png&w=750&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/manage-program-en-mobilea1ee.png	(from https://yassir.com/en/business-ridehailing)
00:33:56	16964/16964	---M--	200	added ('OK')	image/png	etag:PlEQJj0IwmrEPpv71+ExjRN9AQrcgu3yghFdhHrnGVI=	https://yassir.com/_next/image?url=%2Fimages%2Fglobal%2Fbusiness%2FB2B-en-benefit-highlight-desktop-1.png&w=3840&q=75	C:/Users/moham/Desktop/test/yassir.com/_next/B2B-en-benefit-highlight-desktop-1890a.png	(from https://yassir.com/en/business-ridehailing)
